ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
2923,Playing violin,The woman talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions.,eventually the woman,The woman talks throughout the entire video as she's demonstrating her movements or pointing towards her finger motions. eventually the woman,"['stops talking and ends with a smile and the words "" howcast original "" appear on the white screen.', 'shows a square of paper and explains the process before showing the process once more.', 'gets off the mat and drops to the first mat and leans into the air before hitting it again with her hand.', 'is seen in front of a billiards table as the girl is sitting down in front of it sporting a black eye, an ear pan and a face mask.']",activitynet~v_YoXZfvf5Teg,val,zeroshot,0
2953,Painting furniture,"A man professionally paints several pieces of furniture using a spray painter in a paint shop while wearing overalls, a denim shirt and a paint mask.",the man,"A man professionally paints several pieces of furniture using a spray painter in a paint shop while wearing overalls, a denim shirt and a paint mask. the man","['begins by painting a wooden armchair metallic gray with a gold spray paint can.', 'then paints a floor with buckets of paint and he uses several buckets to paint the room.', 'gently glides the paint brush along more of the furniture making white lines on the fine rectangular piece of furniture.', 'drops the paint painting and talks to the camera for a while holding a paintbrush and showing off various brushes and sketches.']",activitynet~v_Z8yKTJeRMOE,val,indomain,0
2954,Painting furniture,"A man professionally paints several pieces of furniture using a spray painter in a paint shop while wearing overalls, a denim shirt and a paint mask. The man begins by painting a wooden armchair metallic gray with a gold spray paint can.",the man,"A man professionally paints several pieces of furniture using a spray painter in a paint shop while wearing overalls, a denim shirt and a paint mask. The man begins by painting a wooden armchair metallic gray with a gold spray paint can. the man","['separates the paint from the paint can and puts it back.', 'then paints a side table black with lights shining off of the black painted wood.', 'takes out and shows to the camera two components of a chair.', 'adds a coat of brown paint to the chair and sprays it over the wooden chair.']",activitynet~v_Z8yKTJeRMOE,val,indomain,1
2955,Painting furniture,The man begins by painting a wooden armchair metallic gray with a gold spray paint can. The man then paints a side table black with lights shining off of the black painted wood.,the man,The man begins by painting a wooden armchair metallic gray with a gold spray paint can. The man then paints a side table black with lights shining off of the black painted wood. the man,"['ends with painting a dresser drawer pink before the scene fades to a black marketing graphic.', 'necks the edge of the table to position the paint brush and brush on it.', 'turns on the vacuum cleaner to vacuum the hardwood floors of the living room.', 'proceeds to clean up the stained glass.']",activitynet~v_Z8yKTJeRMOE,val,indomain,0
2968,Washing face,A girl stands in a bathroom talking to the camera as a man films her.,the lady,A girl stands in a bathroom talking to the camera as a man films her. the lady,"['wipes her eye makeup off and washes her face.', ""then grabs pink lip stick and takes the girl's lip stick."", 'finally gets a space.', 'hoses the girl down and makes sure she does a great job.']",activitynet~v_ZREEgMgSz_o,val,zeroshot,0
2969,Washing face,A girl stands in a bathroom talking to the camera as a man films her. The lady wipes her eye makeup off and washes her face.,the lady,A girl stands in a bathroom talking to the camera as a man films her. The lady wipes her eye makeup off and washes her face. the lady,"['puts gloss on her lips place a liner in her eye and smiles to the camera.', 'scrubs her contacts using a brush.', 'rinses the soap off her face.', 'then puts makeup on the makeup artists face.']",activitynet~v_ZREEgMgSz_o,val,zeroshot,2
2970,Washing face,The lady wipes her eye makeup off and washes her face. The lady rinses the soap off her face.,the lady,The lady wipes her eye makeup off and washes her face. The lady rinses the soap off her face. the lady,"['products her face again and shows us a photo.', 'stands upright and wipes her face with her hands while smiling.', 'places her hand in the air.', 'wipes her lips with a napkin.']",activitynet~v_ZREEgMgSz_o,val,zeroshot,1
3049,Fun sliding down,A young boy is seen standing on top of a slide and edging his way down.,the boy,A young boy is seen standing on top of a slide and edging his way down. the boy,"['climbs down the slide and begins performing tricks with his skateboard.', 'climbs all the way down and plays with climbing equipment.', 'then begins tugging the slide on his little body while working his way back and fourth.', 'rides all down the slide and the camera follows him walking around afterwards.']",activitynet~v__akwfjIbsUA,val,indomain,3
3079,Doing motocross,"While he his talking, several videos of him are shown off road motorcycle racing around the course jumping over humps.",however,"While he his talking, several videos of him are shown off road motorcycle racing around the course jumping over humps. however","[', before he finishes his performance, another video holding about 100% of them show him jumping over deep humps inside a building and talking to the camera.', ', most of them are shown without people watching them.', "", he isn't shown racing only wearing a helmet as he records himself passing very high lights."", ', he comes back during the segments to show how he uses techniques in certain jumps and the correct way to do it.']",activitynet~v__rzxmgPv6Co,val,indomain,3
3129,Assembling bicycle,People are working in a bike shop fixing a bike.,they,People are working in a bike shop fixing a bike. they,"['use the tools and paint the wheels.', 'put the wheels back onto the bike.', 'are going over the bike handlebars and looking at the paint.', 'clamp a strap on the bike and let it sit around a dusty bike rack.']",activitynet~v_aJbl1eVBzk0,val,indomain,1
3130,Assembling bicycle,People are working in a bike shop fixing a bike. They put the wheels back onto the bike.,the,People are working in a bike shop fixing a bike. They put the wheels back onto the bike. the,"['bike then drives away from the shop with the trailer attached to it.', 'bike gets down on one knee, the people then fasten the seat with safety bars.', 'leather is cleaned, then painted red.', 'put the seat on the bike.']",activitynet~v_aJbl1eVBzk0,val,indomain,3
3131,Assembling bicycle,People are working in a bike shop fixing a bike. They put the wheels back onto the bike. The put the seat on the bike.,the bike,People are working in a bike shop fixing a bike. They put the wheels back onto the bike. The put the seat on the bike. the bike,"['starts and the people are creating a frame on it.', 'is pushed back on the rack and the travel holder under the seat.', 'goes through a ramp.', 'is put together on the floor.']",activitynet~v_aJbl1eVBzk0,val,indomain,3
3146,Playing drums,"A man is shown on a stage, playing drums.",he,"A man is shown on a stage, playing drums. he","['beats the cymbals and drums very fast.', 'is displaying a keyboard and some instrument notes.', 'has several accorins, and even cymbals.', 'continues playing as bees gather around to watch.']",activitynet~v_aXnllTmgeqg,val,indomain,0
3147,Playing drums,"A man is shown on a stage, playing drums. He beats the cymbals and drums very fast.",he,"A man is shown on a stage, playing drums. He beats the cymbals and drums very fast. he","['then finishes setting up with his sticks.', 'uses his hands to motion the beats.', 'continues, making faces as he goes.', 'continues to drum as several smaller screens appear as they show how to play.']",activitynet~v_aXnllTmgeqg,val,indomain,2
3158,Spread mulch,A woman walks over to a flower bed and wheelbarrow as she talks.,she,A woman walks over to a flower bed and wheelbarrow as she talks. she,"['picks up several bags of flowers on top of the flower bed.', 'demonstrates how to mulch, picking up the material and showing how to pack it around plants.', 'then shovels the dirt around the trunk of a large tree.', 'places the wheelbarrow and supplies inside.']",activitynet~v_al_769KF6Qc,val,indomain,1
3173,Cutting the grass,A woman is on her hands and knees cutting grass with some scissors.,the camera,A woman is on her hands and knees cutting grass with some scissors. the camera,"['pans out to give a full view of her cutting the grass.', 'then cuts to the other side of the lawn as children play in the water.', 'pans around to show the others performing sort of for the camera, including one woman standing upright in front of a bush.', 'turns back to the girl.']",activitynet~v_b5E7-GxvCdk,val,zeroshot,0
3174,Cutting the grass,A woman is on her hands and knees cutting grass with some scissors. The camera pans out to give a full view of her cutting the grass.,she,A woman is on her hands and knees cutting grass with some scissors. The camera pans out to give a full view of her cutting the grass. she,"['then has the camera close up to show her back turning.', 'then finishes on a long horizontal cut.', 'makes a joke about the grass having split ends and bad roots.', 'finishes and wipes off the comb.']",activitynet~v_b5E7-GxvCdk,val,zeroshot,2
3193,Camel ride,A woman rides a camel holding a rode with her right hand while a man pulls the camel.,then,A woman rides a camel holding a rode with her right hand while a man pulls the camel. then,"[', the camel stop, and a person carry guide in his hands, then they ride on its back and return.', ', the woman stop walking and and retrieve the camel.', ', the camel picks up the woman and hold her while she looks behind while walking.', ', the camel stops and the woman gets down from the camel.']",activitynet~v_bEniqIC5Ric,val,indomain,3
3289,Painting,An intro leads into a close up of a painting and a paintbrush swirling around and around.,the hand holding the brush,An intro leads into a close up of a painting and a paintbrush swirling around and around. the hand holding the brush,"['dips it into paint and paints while the woman continues painting.', 'begins painting while standing next to a large piece of wood and pausing to wipe the brush on the canvas.', 'begins painting grass into the painting slowly down the picture.', 'is then seen using it to paint on the canvas causing it to move up and down and the logo continues flipping around but stops at the end.']",activitynet~v_bxRZ-Lvjgzk,val,indomain,2
3295,Playing badminton,Woman is carrying the child on his back and then she is with a man and the kid riding bikes in the park.,kid,Woman is carrying the child on his back and then she is with a man and the kid riding bikes in the park. kid,"['is in stairs ice climbing and here is a man catching trash in the woods and the boys are in the road getting fixed.', 'is skateboarding in the street and in the building, and in streets and sitting in buses.', 'is running inside a roofed basket court.', 'is standing and standing on the rock with right back on pedaling the bikes.']",activitynet~v_bz62JE0qMSk,val,indomain,2
3317,Wakeboarding,A man is acting as a dj with headphones on. Another man takes off on a pair of water skis.,he,A man is acting as a dj with headphones on. Another man takes off on a pair of water skis. he,"['begins to pull on the skis.', 'skis as people gather and leave on a pier.', 'is acting as a referee and playing the dj.', 'falls off his board as he performs several tricks.']",activitynet~v_c8HFew22GnI,val,indomain,1
3373,Having an ice cream,A little boy is standing eating ice cream. There is a dog on the floor behind him.,he,A little boy is standing eating ice cream. There is a dog on the floor behind him. he,"['picks up a cherry cone.', 'is eating every bit of food he got.', 'laughs and turns around.', 'leans away from the camera.']",activitynet~v_ciXArKhjAv8,val,zeroshot,2
3391,Rollerblading,"Man is sitting in a tube and make tricks in a skate park, other man is sitting watching him.",little kid,"Man is sitting in a tube and make tricks in a skate park, other man is sitting watching him. little kid","[""is holding a tire in a child's playground."", 'is in a skateboard standing on the ice skating.', 'is skating in the rink and doing tricks sitting.', 'is talking to someone and watching the man in skates doing the tricks in skate park.']",activitynet~v_cuyD4bT4Bvc,val,indomain,3
3528,Rock climbing,Woman is climbing a rock wall in a gym and a man is pulling the ropes.,woman,Woman is climbing a rock wall in a gym and a man is pulling the ropes. woman,"['is stepping on a blue mat sitting on a bed and a man is jumpin behind her.', 'starts doing gymnastics and howlifting in a gym and in gym.', 'start descending from the rock wall.', 'is getting a pit bull purse and f are standing on the top of the rock.']",activitynet~v_ePAc9xK9fac,val,indomain,2
3534,Cleaning shoes,A man is seen speaking to the camera and begins polishing a black shoe with a brush.,he,A man is seen speaking to the camera and begins polishing a black shoe with a brush. he,"['then holds up the shoe and starts waxing it with a shoe shaver.', 'then shows the shoe again and puts it back on.', 'then uses scraper to polish the shoe while still speaking and cutting with sharp edges.', 'points around the shoe and flips the shoe around with his hands.']",activitynet~v_eUvvxpAK3_8,val,indomain,3
3547,Running a marathon,A large group of people are seen running around a disney resort while waving to the camera and several shots of the kingdom being shown.,many characters,A large group of people are seen running around a disney resort while waving to the camera and several shots of the kingdom being shown. many characters,"['are shown waving to the runners as well as more shots of people running past characters and going through the finish line and celebrating.', 'are then seen playing with an animal along with cheering in the end.', 'then play a game of rock paper scissors over the various obstacles and fails and ends with them all putting on their parachute and zipping up their tents.', 'are seen playing a game on a beach with one another and back again at one point axl aff wins up against one another.']",activitynet~v_eg3oZ4XCEKk,val,zeroshot,0
3577,Discus throw,A man is standing up and throws a rock.,people,A man is standing up and throws a rock. people,"['are sitting on the beach playing wooden drums.', 'are standing and watching him.', 'are playing volleyball on the beach.', 'are sitting on a beach at a party.']",activitynet~v_ezx7z-kx2v4,val,indomain,1
3623,Rock climbing,A white wall is shown with pegs poking out and strips of tape hanging down and a girl begins cliff climbing the wall as a man in a blue shirt begins to talk.,the young lady,A white wall is shown with pegs poking out and strips of tape hanging down and a girl begins cliff climbing the wall as a man in a blue shirt begins to talk. the young lady,"['climbs along backwards on the rails and we see her jump straight off of the side of the chalk.', 'gets to the bottom and takes her turn but then falls on the ground and ends on her head.', 'continues progressing up the wall as the man continues to talk in a split screen.', 'continues her climb as the man holds up sticks and follows her down each way until she reaches the bottom.']",activitynet~v_fY2IeYSxY4U,val,indomain,2
3630,Hurling,They are part of a team that is playing in the large stadium with several spectators. The video is demonstrating how to catch the ball and scoop it up with the stick.,it,They are part of a team that is playing in the large stadium with several spectators. The video is demonstrating how to catch the ball and scoop it up with the stick. it,"['also demonstrates how to balance the ball on the stick as the player runs.', 'is then shown in slow motion again as they play.', 'continues zooming right into the goalie playing with the other team members.', 'is displaying two videos then slows to show both videos in slow motion.']",activitynet~v_fgEMvRrOCRI,val,indomain,0
3631,Hurling,The video is demonstrating how to catch the ball and scoop it up with the stick. It also demonstrates how to balance the ball on the stick as the player runs.,the players,The video is demonstrating how to catch the ball and scoop it up with the stick. It also demonstrates how to balance the ball on the stick as the player runs. the players,"['are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point.', 'continue running and receiving a high five from the coach before they go serve the ball.', 'start to play tennis as they attempt to catch the balls.', 'are blocking the ball as the referee is trying to prevent them from throwing it.']",activitynet~v_fgEMvRrOCRI,val,indomain,0
3632,Hurling,The players are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point.,there,The players are showing all the steps in the tutorial where the one of the player shoots the ball bravely for a point. there,"['is a picture shown on the image of bnp stadium giving an illustration.', 'is color also shown on the white screen.', ""'s a player in a blue and white uniform shooting the ball for a point and scoring a goal."", 'are a lot of people watching from the open loop stadium.']",activitynet~v_fgEMvRrOCRI,val,indomain,2
3659,Playing violin,"A violinist, lindsay stirling is performing live with some other participants on a stage in front of an audience.",she,"A violinist, lindsay stirling is performing live with some other participants on a stage in front of an audience. she","['begins by playing the violin while the other performers dance in a choreographed fashion.', 'is giving brief commentary on her performance.', 'sings her song right into the microphone followed by dancing gracefully and holding her body up and facing the audience as she finishes.', 'is blowing large amounts of smoke while on a set of drums and a guitar as some people watch her on a stage.']",activitynet~v_fwqDDFkOaCc,val,zeroshot,0
3660,Playing violin,"A violinist, lindsay stirling is performing live with some other participants on a stage in front of an audience. She begins by playing the violin while the other performers dance in a choreographed fashion.",the violinist,"A violinist, lindsay stirling is performing live with some other participants on a stage in front of an audience. She begins by playing the violin while the other performers dance in a choreographed fashion. the violinist","['then pauses to speak to the audience.', 'dances as she plays the instrument along with five other dancers.', 'continues to play as couples dance in the center.', 'is seen playing together at some point while while several people are filming him.']",activitynet~v_fwqDDFkOaCc,val,zeroshot,1
3662,Playing violin,The violinist dances as she plays the instrument along with five other dancers. They dance in a modern and hip hop style of dancing.,then only two of the dancers,The violinist dances as she plays the instrument along with five other dancers. They dance in a modern and hip hop style of dancing. then only two of the dancers,"['talk and one dancer lightly dances.', 'stay on the stage with the violinist and dance in a salsa style.', 'join her as she continues playing to both the camera and the audience.', ""are left to dance and sit together while they cover themselves with their capes and join in the dj's rendition of the fountain of youth.""]",activitynet~v_fwqDDFkOaCc,val,zeroshot,1
3670,Cutting the grass,A man drives in circles a four wheels motorcycle in a field with high weeds while dust.,then,A man drives in circles a four wheels motorcycle in a field with high weeds while dust. then,"[', the man bend over backwards, and spin making b-shaped circles in the dust.', ', the man accelerates and spins and kicks.', ', the man goes to another place to continue driving in circles.', ', the man stops and puts the helmet, then he continues driving holding the handlebars.']",activitynet~v_fzwNgtDwgKQ,val,zeroshot,2
3680,Clean and jerk,A female weight lifter is preparing to lift a barbell.,she,A female weight lifter is preparing to lift a barbell. she,"['lifts with her knees, raising the bar to her chest.', 'slips and a man grabs for her, but he catches himself before she has a chance to swing.', 'lifts it up to her chest and holds it tightly.', 'lifts it out, then lowers it.']",activitynet~v_g6tF83rCXh0,val,zeroshot,0
3743,Cutting the grass,Two boys are kneeling in the grass cutting the grass with a pair of scissors. They grab some pieces and use the scissors to cut it up.,then,Two boys are kneeling in the grass cutting the grass with a pair of scissors. They grab some pieces and use the scissors to cut it up. then,"['they turn the mower upside down.', 'they use a trashcan size object to cut up some of the grass.', 'they slice it together and tie it around their hands.', 'throw the grass they cut back behind them.']",activitynet~v_gx6QvOXwetM,val,zeroshot,3
3744,Cutting the grass,They grab some pieces and use the scissors to cut it up. Then throw the grass they cut back behind them.,they,They grab some pieces and use the scissors to cut it up. Then throw the grass they cut back behind them. they,"['then start moving their pieces as they are pushing them through the grass.', 'pick up another tree back behind them.', 'do several more stunts as they fight for the kite.', 'are going at it kind of quickly, they seem like very bored little kids with nothing else to do.']",activitynet~v_gx6QvOXwetM,val,zeroshot,3
3802,High jump,A man runs up to a beam and jumps over it several times.,he,A man runs up to a beam and jumps over it several times. he,"['walks back around and stands on a pair of stilts before jumping over the beam two times.', 'then snowboards down the mountain as people watch and applaud.', 'makes at least six attempts.', 'jumps up and down on the beam.']",activitynet~v_hUzsmIWojH0,val,zeroshot,2
3808,Raking leaves,A person is seen raking a yard and pauses to put his hand in his pocket. Another man comes walking in with a leaf blower pushing the leaves around.,the man,A person is seen raking a yard and pauses to put his hand in his pocket. Another man comes walking in with a leaf blower pushing the leaves around. the man,"['rakes more leaves and the leaf blower man comes in again.', 'continues to rake and sends flowers flying through the air.', 'then pauses for a second to kiss the ground next to him.', 'gives them a thumbs up to people around him.']",activitynet~v_hYj38k-VOFM,val,indomain,0
3857,Rollerblading,A person is seen riding around on roller blades and performing a grind on a bar.,several more clips,A person is seen riding around on roller blades and performing a grind on a bar. several more clips,"['are shown of the boy riding around on the equipment as well as sit on the floor and play pool.', 'are shown of people driving around on machines with one person riding in front.', 'are shown of the athletes performing tricks in various stretches as well as throwing a ball off into the distance.', 'are shown of the person performing grinds with roller blades as well as other flips and tricks.']",activitynet~v_i3H8cucgXEc,val,indomain,3
3869,Clean and jerk,A man in a gym walks over to a barbell.,the man,A man in a gym walks over to a barbell. the man,"['lifts the bar and does crunches on it.', 'lifts the barbell to his chest, then over his head.', 'is talking and grabbing a form.', 'grabs the barbell, turns it around and hooks it up.']",activitynet~v_iJPPWotXvV0,val,zeroshot,1
3886,Wrapping presents,A stands woman by a ball and sets it in place. Another woman appears and they wrap the ball in wrapping paper.,they,A stands woman by a ball and sets it in place. Another woman appears and they wrap the ball in wrapping paper. they,"['spread it and curl it up on a rug.', 'finish wrapping and taping the ball.', 'we an her doing a dance on the field.', 'throw it and another woman joins.']",activitynet~v_iVGGeRlJekQ,val,indomain,1
3890,Playing polo,There's a brown horse tied outside a polo club.,there,There's a brown horse tied outside a polo club. there,"['is also an adult cowboy walking past the polo club.', 'are several jockeys playing polo on the field in an event.', ""'s a young man dressed in black who is sitting in a cart talking explaining about croquet."", ""'s a young man dressed in a blue polo wo, green shirt and black trousers standing at the polo table rubbing a green coated straw.""]",activitynet~v_iXLXRHHFp60,val,indomain,1
3892,Playing polo,There are several jockeys playing polo on the field in an event. There are also several spectators standing and watching the event.,one of the polo players,There are several jockeys playing polo on the field in an event. There are also several spectators standing and watching the event. one of the polo players,"['is trotting on the horse across the field.', 'has a huge broken leg.', 'falls and is caught by the crowd.', 'is pulling off his jockey shorts.']",activitynet~v_iXLXRHHFp60,val,indomain,0
3894,Playing polo,One of the polo players is trotting on the horse across the field. Another game of polo takes place where several spectators are watching.,after the event,One of the polo players is trotting on the horse across the field. Another game of polo takes place where several spectators are watching. after the event,"['is over, the judge hands awards to the winners.', 'the polo teams gather in the field preparing themselves.', ', the polo game is displayed.', ', a large group of polo players walk along side a blue plate moving their passes around before moving forward with their horses.']",activitynet~v_iXLXRHHFp60,val,indomain,0
3934,Waterskiing,The man jetskis while holding the camera at arm's length. The man is shown waterskiing while pulled by the jetski.,the man,The man jetskis while holding the camera at arm's length. The man is shown waterskiing while pulled by the jetski. the man,"['falls and is briefly submerged.', 'briefly jettisoned himself trying to follow the jetski.', 'mows the lawn being pulled by the jetski.', 'jetskis back and forth while swimming in the water.']",activitynet~v_j5Fq7Y8EJk8,val,indomain,0
3957,High jump,We see a black opening screen. We see a blue track with people running on it.,we,We see a black opening screen. We see a blue track with people running on it. we,"['then see a man do a high jump at 5\'9 "".', 'see a crowd of people on aerobics class.', 'see people playing a game of polo.', 'see people running in a gym.']",activitynet~v_jHyWtrhNTTk,val,zeroshot,0
3959,High jump,"We then see a man do a high jump at 5'9"". We then see the man jump at 6'.",we,"We then see a man do a high jump at 5'9"". We then see the man jump at 6'. we","['also see men on a track performing a high jump.', 'then see the end title screens.', 'see two men shake hands.', 'then see the man jump at 6\'2 "" and he knocks the pole over.']",activitynet~v_jHyWtrhNTTk,val,zeroshot,3
3974,Tai chi,We see a man standing in a room.,the man,We see a man standing in a room. the man,"['puts something into the camera and adjusts it.', 'starts performing tai chi.', 'starts dancing on a platform.', 'holds a ball on a chain.']",activitynet~v_jYA_3BMF2d4,val,indomain,1
3976,Tai chi,We see a man standing in a room. The man starts performing tai chi. The man turns and faces left.,the man,We see a man standing in a room. The man starts performing tai chi. The man turns and faces left. the man,"['turns to face right.', 'starts dancing for the camera.', 'demonstrates tai chi in a seated position.', 'does a squat and drinks, then turns and walks from the room.']",activitynet~v_jYA_3BMF2d4,val,indomain,0
3978,Tai chi,The man turns to face right. The man makes his way to the right side of the room slowly.,the screen,The man turns to face right. The man makes his way to the right side of the room slowly. the screen,"['fades to regular color.', 'then fades to black.', 'flashes into black giving the man a face show.', 'displays the phone number of the man with the camera.']",activitynet~v_jYA_3BMF2d4,val,indomain,1
3991,Layup drill in basketball,A man in a blue shirt is playing basketball on a court.,he,A man in a blue shirt is playing basketball on a court. he,"['is making strides in the game.', 'shoots at the hoop and misses it.', 'starts running toward the ball, and it knocks him down on the ground.', 'runs across the court, knocking other people to the ground.']",activitynet~v_jfnFrt9nfSo,val,zeroshot,1
4008,Layup drill in basketball,"A coach align a group of teens in a basketball court, the teen on front holds a basketball ball.",three teens,"A coach align a group of teens in a basketball court, the teen on front holds a basketball ball. three teens","['take positions next to each other and prepare for a play, the teens jog around each other standing on the court and kicking the ball to each other in a gymnasium.', 'kick the balls at the basket.', 'drop the ball, and the other two begin to play blocking it with the sticks.', 'run and a boy throws the basketball to the basket, then the second teen grabs the ball and pass the ball to two teens disputing to have the ball.']",activitynet~v_js9SDSngI7A,val,zeroshot,3
4009,Layup drill in basketball,"Three teens run and a boy throws the basketball to the basket, then the second teen grabs the ball and pass the ball to two teens disputing to have the ball.",then,"Three teens run and a boy throws the basketball to the basket, then the second teen grabs the ball and pass the ball to two teens disputing to have the ball. then","[', a young fair is seated on a bench, while two teenagers grab the ball and throw the ball to the green side.', ', three more boys run to practice the same steps.', ', a teen throws the ball on the field and they all runs and celebrate after the game.', ', the teens play running game trying to anger the defender each other.']",activitynet~v_js9SDSngI7A,val,zeroshot,1
4010,Layup drill in basketball,"Three teens run and a boy throws the basketball to the basket, then the second teen grabs the ball and pass the ball to two teens disputing to have the ball. Then, three more boys run to practice the same steps.",a young man,"Three teens run and a boy throws the basketball to the basket, then the second teen grabs the ball and pass the ball to two teens disputing to have the ball. Then, three more boys run to practice the same steps. a young man","['wearing a yellow t-shirt practice basketball on the other basketball goal.', 'wearing black santa claus suit give the ball to one of the young teens who take it, while his mother pushes the round ball to the other direction.', 'practice on a gym floor, while three other boys practice in gym gym.', 'play basketball with a kid while facing backwards.']",activitynet~v_js9SDSngI7A,val,zeroshot,0
4011,Layup drill in basketball,"Then, three more boys run to practice the same steps. A young man wearing a yellow t-shirt practice basketball on the other basketball goal.",after,"Then, three more boys run to practice the same steps. A young man wearing a yellow t-shirt practice basketball on the other basketball goal. after","[', the getting coach tell them to keep practicing, while trying to make basketball goals without creating obstacles.', ', the young man plays the soccer ball, and the boys walk with the soccer ball.', ', two men wearing playing clothes practice practicing basketball as spectators.', ', a group of three boys runs to practice basketball shooting and blocking.']",activitynet~v_js9SDSngI7A,val,zeroshot,3
4061,Using the pommel horse,A gymnast is seen standing before a large beam and putting his hands up in the air.,he,A gymnast is seen standing before a large beam and putting his hands up in the air. he,"['jumps at the end and runs towards a beam with arms up before jumping up and down.', 'then begins moving back and fourth while the camera follows him.', 'then springs down and onto the beam several times in slow motion.', 'then performs a gymnasts routine while swinging himself all around the bar and ends by jumping down.']",activitynet~v_kMHMdqkGRB4,val,indomain,3
4088,Playing violin,An introduction comes onto the screen for a video about how to play different songs on the violin.,a man,An introduction comes onto the screen for a video about how to play different songs on the violin. a man,"['comes onto the screen with a violin and begins to explain different techniques for playing the violin.', 'is shown playing the saxophone in his home.', 'is sitting down on the right playing on his acoustic guitar and talking to the camera.', 'with ear protection is shown playing and changing notes.']",activitynet~v_kzeKQBi6Rhg,val,zeroshot,0
4089,Playing violin,A man comes onto the screen with a violin and begins to explain different techniques for playing the violin.,he,A man comes onto the screen with a violin and begins to explain different techniques for playing the violin. he,"['picks up the violin and begins to demonstrate how to play a song on it.', 'briefly shows off the violin and the different ways you can do it.', 'moves closer to the camera so that you can see the detail of what he is doing with his hands.', 'continues to explain what he will be doing as eventually the video stops and ends with the closing credits shown on the screen.']",activitynet~v_kzeKQBi6Rhg,val,zeroshot,2
4090,Playing violin,He moves closer to the camera so that you can see the detail of what he is doing with his hands.,he,He moves closer to the camera so that you can see the detail of what he is doing with his hands. he,"['then removes the camera from his mouth and uses the camera to point at the yard and then proceeds to mop it up.', 'begins to play different notes on the violin as he moves his fingers.', 'then begins to clean the sidewalk with a rag.', 'puts on quite a show attempting to move the grass and swing his body around.']",activitynet~v_kzeKQBi6Rhg,val,zeroshot,1
4091,Playing violin,He moves closer to the camera so that you can see the detail of what he is doing with his hands. He begins to play different notes on the violin as he moves his fingers.,the video,He moves closer to the camera so that you can see the detail of what he is doing with his hands. He begins to play different notes on the violin as he moves his fingers. the video,"['then zooms out and you can see him making notes on another piece of equipment.', 'transitions into him laying in bed as he plays.', 'ends with the closing credits shown across the screen.', 'stops going back to him playing.']",activitynet~v_kzeKQBi6Rhg,val,zeroshot,2
4121,Rope skipping,A person is jumping rope on a white mat. A man is kneeling down on the ground in front of a red table.,he,A person is jumping rope on a white mat. A man is kneeling down on the ground in front of a red table. he,"['takes a large knife and begins sharpening it.', 'gets up and starts jumping rope.', 'does a forward flip over the table.', 'is throwing darts at a target.']",activitynet~v_lMYtmGRAn8k,val,indomain,1
4122,Waterskiing,A man is seen skiing behind a boat.,he,A man is seen skiing behind a boat. he,"['skis all around part of the water road while people distract him.', 'pushes himself on the water while the boat speeds up.', 'holds on tight as he is pulled through the water.', 'is seen giving instructions as well as a dog.']",activitynet~v_lO1r4df9uUc,val,indomain,2
4123,Waterskiing,A man is seen skiing behind a boat. He holds on tight as he is pulled through the water.,the man,A man is seen skiing behind a boat. He holds on tight as he is pulled through the water. the man,"['spins himself around the boat several times and continues skiing away.', 'is water skiing until the end of the clip.', 'gets out of the boat and skis along the water.', 'continues skiing and ends by jumping off the boat.']",activitynet~v_lO1r4df9uUc,val,indomain,1
4126,Bathing dog,A young girl is seen scrubbing a small dog down with soap next to a tub full of water.,she,A young girl is seen scrubbing a small dog down with soap next to a tub full of water. she,"['shows off her rag and blow dryer while the dog mops the area around her.', 'pours more soap onto the dog and drags him over and leads into pictures of the dog all cleaned.', 'continues scrubbing the dog while the dogs look on.', 'continuously spits water all along the dog while the dog sits still.']",activitynet~v_lSbbzsOjwno,val,indomain,1
4133,Triple jump,A man is standing in a field before running and jumping into a square of dirt. He walks away from the jump and talks to the camera.,it,A man is standing in a field before running and jumping into a square of dirt. He walks away from the jump and talks to the camera. it,"['appears to its red and green color, which brings the man back on the field.', 'ends and he claps his hands over his mouth.', 'is shown again in slow motion.', 'changes to him jumping again in the same spot.']",activitynet~v_l_36uVP3LnI,val,indomain,2
4141,Playing kickball,"A large, blue ball is tossed in the air.",a child,"A large, blue ball is tossed in the air. a child","['runs to catch a blue, large ball.', 'is thrown onto the board.', 'flies off a bridge.', 'is then shown floating on a tube down a river.']",activitynet~v_leJM3mgm_gU,val,indomain,0
4156,Rope skipping,There's a woman in a yellow tank top and black tights doing jump rope in a gym.,she,There's a woman in a yellow tank top and black tights doing jump rope in a gym. she,"['does a hand stand and then, jumps onto the mat.', 'is dancing, doing flips, twists and tricks.', 'jumps in a rhythmic manner without stopping on the hardwood floor surface.', 'gets on the platform, stands up on it, and does a handstand.']",activitynet~v_lk2niPrG3y8,val,indomain,2
